,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
5074,Kingsland,50.9863244,-114.0773408,Le la Vietnamese,50.99500332751165,-114.06360920255071,Vietnamese Restaurant
5075,Kingsland,50.9863244,-114.0773408,Bed Bath & Beyond,50.99491767162575,-114.06863729670302,Furniture / Home Store
5076,Kingsland,50.9863244,-114.0773408,Scotiabank Theatre Chinook,50.99552336667029,-114.07447218108734,Movie Theater
5077,Kingsland,50.9863244,-114.0773408,Phil & Sebastian Coffee Roaster,51.00042560750507,-114.0732895713657,Café
5078,Kingsland,50.9863244,-114.0773408,Heritage Park Historical Village,50.98260026715583,-114.1014549641312,History Museum
5079,Kingsland,50.9863244,-114.0773408,Yummy Russia,50.986269444524716,-114.07219845601178,Grocery Store
5080,Kingsland,50.9863244,-114.0773408,Calgary Farmers' Market,50.98480933996366,-114.05146793204173,Farmers Market
5081,Kingsland,50.9863244,-114.0773408,JOEY Chinook,50.996225695102815,-114.07344102060205,New American Restaurant
5082,Kingsland,50.9863244,-114.0773408,Apple Chinook Centre,50.9978823,-114.0740046,Electronics Store
5083,Kingsland,50.9863244,-114.0773408,Tiffany & Co.,50.9993933,-114.0729703,Jewelry Store
5084,Kingsland,50.9863244,-114.0773408,Han Corea,50.99220947721239,-114.06007945122762,Korean Restaurant
5085,Kingsland,50.9863244,-114.0773408,Fatburger & Buffalo's Express,50.989864775339896,-114.07060427116392,Burger Joint
5086,Kingsland,50.9863244,-114.0773408,The Saucy Bread Company,51.00003605965327,-114.07399457332703,Deli / Bodega
5087,Kingsland,50.9863244,-114.0773408,Tom's House of Pizza,50.985308,-114.071097,Pizza Place
5088,Kingsland,50.9863244,-114.0773408,Phil's Restaurant,50.99391174575881,-114.08185652928982,Breakfast Spot
5089,Kingsland,50.9863244,-114.0773408,Chinook Centre,50.99858217877272,-114.07377148748536,Shopping Mall
5090,Kingsland,50.9863244,-114.0773408,OPA! Souvlaki,50.99798865241479,-114.07320541938397,Greek Restaurant
5091,Kingsland,50.9863244,-114.0773408,Bazille,51.000802,-114.073779,Restaurant
5092,Kingsland,50.9863244,-114.0773408,"Double Zero ""00"" Chinook",50.99997012546051,-114.07234842574333,Italian Restaurant
5093,Kingsland,50.9863244,-114.0773408,A&W Canada,50.994624,-114.070657,Burger Joint
5094,Kingsland,50.9863244,-114.0773408,Glenmore Reservoir,50.996071252840345,-114.09806967617487,Lake
5095,Kingsland,50.9863244,-114.0773408,Victoria's Secret,50.997403182394784,-114.07364557067203,Lingerie Store
5096,Kingsland,50.9863244,-114.0773408,Banzai Japanese restaurant,50.984973249420236,-114.08241066636123,Japanese Restaurant
5097,Kingsland,50.9863244,-114.0773408,Tim Hortons,50.9925298,-114.073311,Coffee Shop
5098,Kingsland,50.9863244,-114.0773408,Globefish Sushi,50.998823079973626,-114.0726490248049,Japanese Restaurant
5099,Kingsland,50.9863244,-114.0773408,Cactus Club Cafe,50.99131169313287,-114.07083263201577,New American Restaurant
5100,Kingsland,50.9863244,-114.0773408,Microsoft Store,51.00040254361764,-114.0740393931525,Electronics Store
5101,Kingsland,50.9863244,-114.0773408,Memory Express,51.00176106207499,-114.06293389148561,Electronics Store
5102,Kingsland,50.9863244,-114.0773408,7-Eleven,50.9912219,-114.0827294,Convenience Store
5103,Kingsland,50.9863244,-114.0773408,Sho,50.98887249392134,-114.07109028834535,Sushi Restaurant
5104,Kingsland,50.9863244,-114.0773408,Prairie Dog Brewing,51.000943,-114.063366,Brewery
5105,Kingsland,50.9863244,-114.0773408,Shoppers Drug Mart,50.985873,-114.08286,Pharmacy
5106,Kingsland,50.9863244,-114.0773408,SEPHORA,50.99792771592246,-114.07386506876924,Cosmetics Shop
5107,Kingsland,50.9863244,-114.0773408,Marshalls,50.9888247094433,-114.07289662015528,Department Store
5108,Kingsland,50.9863244,-114.0773408,Acadia Aquatic & Fitness Centre,50.973297287842406,-114.0599838994121,Gym / Fitness Center
5109,Kingsland,50.9863244,-114.0773408,Long & McQuade,51.00093141171658,-114.06072393541352,Music Store
5110,Kingsland,50.9863244,-114.0773408,My Yoga Calgary (MYC),50.97168274901555,-114.06941861304357,Yoga Studio
5111,Kingsland,50.9863244,-114.0773408,Anthropologie,51.00021918603457,-114.07301634550095,Women's Store
5112,Kingsland,50.9863244,-114.0773408,Buffo Ristorante,50.999307678220966,-114.0745210647583,Italian Restaurant
5113,Kingsland,50.9863244,-114.0773408,Starbucks,50.985426,-114.082288,Coffee Shop
5114,Kingsland,50.9863244,-114.0773408,Golden Bell Saigon,50.99983806625875,-114.07098097230588,Vietnamese Restaurant
5115,Kingsland,50.9863244,-114.0773408,Chinook Bowladrome,50.99607516728545,-114.07374996001279,Bowling Alley
5116,Kingsland,50.9863244,-114.0773408,Pasquale's,50.99291239631643,-114.070951094406,Italian Restaurant
5117,Kingsland,50.9863244,-114.0773408,Bolsa Vietnamese,50.968895441005095,-114.07025217585188,Vietnamese Restaurant
5118,Kingsland,50.9863244,-114.0773408,Keith's Deli,50.99839195108449,-114.0702973966727,Deli / Bodega
5119,Kingsland,50.9863244,-114.0773408,DAVIDsTEA,50.99822503025419,-114.07386124134064,Tea Room
5120,Kingsland,50.9863244,-114.0773408,The Shooting Edge,50.985464062636865,-114.05209243297575,Gun Shop
5121,Kingsland,50.9863244,-114.0773408,Dairy Queen,50.9783587138413,-114.08402226399176,Ice Cream Shop
5122,Kingsland,50.9863244,-114.0773408,lululemon athletica,50.997879,-114.07401,Clothing Store
5123,Kingsland,50.9863244,-114.0773408,Fratello Analog Cafe,50.984817516242686,-114.05143747194398,Coffee Shop
5124,Kingsland,50.9863244,-114.0773408,Community Natural Foods,50.99811798408643,-114.06619719928446,Grocery Store
5125,Kingsland,50.9863244,-114.0773408,Limericks Traditional Public House,50.98844020572717,-114.0709984864538,Pub
5126,Kingsland,50.9863244,-114.0773408,Atlantic Trap & Gill,50.9802050713209,-114.07569023594141,Pub
5127,Kingsland,50.9863244,-114.0773408,Beauty Boutique by Shoppers Drug Mart,50.99838,-114.073436,Cosmetics Shop
5128,Kingsland,50.9863244,-114.0773408,Discovery Hut,51.00008765485277,-114.07375584266784,Toy / Game Store
5129,Kingsland,50.9863244,-114.0773408,Gaucho Brazilian Barbecue,51.00038362677558,-114.0710870234051,Brazilian Restaurant
5130,Kingsland,50.9863244,-114.0773408,Ranchman's Cookhouse & Dancehall,50.97063494571949,-114.07252303675601,Nightclub
5131,Kingsland,50.9863244,-114.0773408,Thai Express,50.997882,-114.074004,Restaurant
5132,Kingsland,50.9863244,-114.0773408,Toscana Italian Grill,50.9785539,-114.06976356,Italian Restaurant
5133,Kingsland,50.9863244,-114.0773408,Dairy Queen,50.99650157181214,-114.07416167920024,Ice Cream Shop
5134,Kingsland,50.9863244,-114.0773408,Heart of Saigon,50.99352178710232,-114.07051937982912,Vietnamese Restaurant
5135,Kingsland,50.9863244,-114.0773408,Abercrombie & Fitch,50.999910481882914,-114.0730242635065,Clothing Store
5136,Kingsland,50.9863244,-114.0773408,Bulk Barn,50.970422217417706,-114.0708376150213,Candy Store
5137,Kingsland,50.9863244,-114.0773408,Staples,50.99735125191399,-114.06820446252823,Paper / Office Supplies Store
5138,Kingsland,50.9863244,-114.0773408,RBC Royal Bank,50.97563499461,-114.07227169596229,Bank
5139,Kingsland,50.9863244,-114.0773408,Second Cup,50.997937,-114.073935,Coffee Shop
5140,Kingsland,50.9863244,-114.0773408,Save-On-Foods,50.9743507,-114.0722694,Grocery Store
5141,Kingsland,50.9863244,-114.0773408,Starbucks,50.997882,-114.074004,Coffee Shop
5142,Kingsland,50.9863244,-114.0773408,Campers Village,50.98935599091521,-114.07084290023212,Sporting Goods Shop
5143,Kingsland,50.9863244,-114.0773408,Petro-Canada,50.985499,-114.072277,Gas Station
5144,Kingsland,50.9863244,-114.0773408,Zara,50.99641843528233,-114.07404290306356,Clothing Store
5145,Kingsland,50.9863244,-114.0773408,PetSmart,50.9969849,-114.0682895,Pet Store
5146,Kingsland,50.9863244,-114.0773408,Starlite Restaurant & Bar,50.978659851001545,-114.06149689571166,American Restaurant
5147,Kingsland,50.9863244,-114.0773408,Oriental Pheonix Phuong Hoang,51.001761748534776,-114.06368196909226,Vietnamese Restaurant
5148,Kingsland,50.9863244,-114.0773408,Tim Hortons,51.00069884577248,-114.07235763972494,Coffee Shop
5149,Kingsland,50.9863244,-114.0773408,Starbucks,50.997882,-114.074,Coffee Shop
5150,Kingsland,50.9863244,-114.0773408,Starbucks,50.999154503919414,-114.07388649121665,Coffee Shop
5151,Kingsland,50.9863244,-114.0773408,Railroad Cafe,50.982325224144134,-114.10132011042822,Sandwich Place
5152,Kingsland,50.9863244,-114.0773408,Subway,50.97538701194157,-114.06928418746054,Sandwich Place
5153,Kingsland,50.9863244,-114.0773408,Buddah's Veggie Restaurant,51.002327006623226,-114.07127071535899,Vegetarian / Vegan Restaurant
5154,Kingsland,50.9863244,-114.0773408,Urban Outfitters,50.99998293049483,-114.07302432628829,Clothing Store
5155,Kingsland,50.9863244,-114.0773408,Shoppers Drug Mart,50.978545,-114.060691,Pharmacy
5156,Kingsland,50.9863244,-114.0773408,Starbucks,50.97178355612332,-114.07095198297534,Coffee Shop
5157,Kingsland,50.9863244,-114.0773408,Carriage House Inn,50.97275988133734,-114.070151748302,Hotel
5158,Kingsland,50.9863244,-114.0773408,Ogam Chicken,50.9996841137973,-114.07096467101913,Korean Restaurant
5159,Lake Bonavista,50.9399872,-114.0514755,Collective A Craft Beer Shop,50.9414728,-114.0687269,Beer Store
5160,Lake Bonavista,50.9399872,-114.0514755,Brewsters Lake Bonavista,50.942148728453795,-114.04732193730061,Brewery
5161,Lake Bonavista,50.9399872,-114.0514755,The Lake House,50.942939,-114.049212,Restaurant
5162,Lake Bonavista,50.9399872,-114.0514755,Breathe Hot Yoga,50.94297939014838,-114.07245382255529,Yoga Studio
5163,Lake Bonavista,50.9399872,-114.0514755,Avenida Food & Market Hall,50.941248,-114.068553,Farmers Market
5164,Lake Bonavista,50.9399872,-114.0514755,Aladdin's Casbah,50.943108742506475,-114.06876363355897,Middle Eastern Restaurant
5165,Lake Bonavista,50.9399872,-114.0514755,Southcentre Mall,50.952880164531315,-114.06608641142157,Shopping Mall
5166,Lake Bonavista,50.9399872,-114.0514755,Disney Store,50.952056,-114.06518,Toy / Game Store
5167,Lake Bonavista,50.9399872,-114.0514755,Bill's Peking House,50.93092379240533,-114.06382787816013,Chinese Restaurant
5168,Lake Bonavista,50.9399872,-114.0514755,Original Joe's,50.94369506020035,-114.06922022458212,Restaurant
5169,Lake Bonavista,50.9399872,-114.0514755,Trico Centre for Family Wellness,50.952005004173024,-114.05898186012047,Pool
5170,Lake Bonavista,50.9399872,-114.0514755,TD Canada Trust,50.94231135076611,-114.04656440019608,Bank
5171,Lake Bonavista,50.9399872,-114.0514755,Starbucks,50.930144,-114.028807,Coffee Shop
5172,Lake Bonavista,50.9399872,-114.0514755,Filos Restaurant & Lounge,50.929505937818384,-114.02965563841279,Pub
5173,Lake Bonavista,50.9399872,-114.0514755,Craft Beer Market,50.95177645089041,-114.06618475914001,Pub
5174,Lake Bonavista,50.9399872,-114.0514755,Crate & Barrel,50.95211603955792,-114.06671656767533,Furniture / Home Store
5175,Lake Bonavista,50.9399872,-114.0514755,Canyon Meadows Cinemas,50.933051671526535,-114.06676060834725,Multiplex
5176,Lake Bonavista,50.9399872,-114.0514755,Hudson's Bay,50.95328415445684,-114.06689371193715,Department Store
5177,Lake Bonavista,50.9399872,-114.0514755,Tim Hortons,50.94419945779858,-114.06960602415325,Coffee Shop
5178,Lake Bonavista,50.9399872,-114.0514755,Subway,50.94212344577063,-114.0461877385103,Sandwich Place
5179,Lake Bonavista,50.9399872,-114.0514755,Safeway Southcentre,50.952728,-114.06167,Grocery Store
5180,Lake Bonavista,50.9399872,-114.0514755,Restoration Hardware,50.951952,-114.065564,Furniture / Home Store
5181,Lake Bonavista,50.9399872,-114.0514755,Sport Chek,50.95208234294703,-114.06692869412548,Sporting Goods Shop
5182,Lake Bonavista,50.9399872,-114.0514755,Milestones,50.95242430274586,-114.06921519025376,Restaurant
5183,Lake Bonavista,50.9399872,-114.0514755,Shoppers Drug Mart,50.942453,-114.04712,Pharmacy
5184,Lake Bonavista,50.9399872,-114.0514755,Starbucks,50.952866,-114.067187,Coffee Shop
5185,Lake Bonavista,50.9399872,-114.0514755,Safeway Bonavista Shopping Plaza,50.942285,-114.047145,Grocery Store
5186,Lake Bonavista,50.9399872,-114.0514755,Booster Juice,50.93072048,-114.0279367,Smoothie Shop
5187,Lake Bonavista,50.9399872,-114.0514755,Starbucks,50.952920820103394,-114.06487800637206,Coffee Shop
5188,Lake Bonavista,50.9399872,-114.0514755,GoodLife Fitness Calgary Canyon Meadows,50.932447,-114.066599,Gym
5189,Lake Bonavista,50.9399872,-114.0514755,The Winkin' Owl,50.9287508704145,-114.0304371101778,Pub
5190,Lake Bonavista,50.9399872,-114.0514755,A&W - Southcentre Food Court (A&W),50.952758,-114.064597,Fast Food Restaurant
5191,Lake Bonavista,50.9399872,-114.0514755,Tim Hortons,50.9305926415745,-114.063588380813,Coffee Shop
5192,Lake Bonavista,50.9399872,-114.0514755,Dairy Queen / Orange Julius,50.953079,-114.064825,Ice Cream Shop
5193,Lake Bonavista,50.9399872,-114.0514755,Subway,50.95254478101334,-114.06591733791538,Sandwich Place
5194,Lake Bonavista,50.9399872,-114.0514755,Lake Bonavista Promenade,50.94225165250249,-114.04743421627856,Shopping Mall
5195,Lake Bonavista,50.9399872,-114.0514755,KFC,50.9511,-114.066,Fast Food Restaurant
5196,Lake Bonavista,50.9399872,-114.0514755,Shoppers Drug Mart,50.931252,-114.0302,Pharmacy
5197,Lake Bonavista,50.9399872,-114.0514755,Shoppers Drug Mart,50.953317452391126,-114.06688213348389,Pharmacy
5198,Lake Bonavista,50.9399872,-114.0514755,Frank McCool Arena,50.93626139650642,-114.04986090225202,Hockey Arena
5199,Lake Bonavista,50.9399872,-114.0514755,KFC,50.9286,-114.03,Fast Food Restaurant
5200,Lake Bonavista,50.9399872,-114.0514755,Arby's,50.931311999999984,-114.06479017790986,Fast Food Restaurant
5201,Lake Bonavista,50.9399872,-114.0514755,The Clayground,50.94426193,-114.06915937297883,Arts & Crafts Store
5202,Lake Bonavista,50.9399872,-114.0514755,HER GYMVMT Fitness Club - Canyon Meadows,50.93251373,-114.06659546,Gym / Fitness Center
5203,Lake Bonavista,50.9399872,-114.0514755,Le Sub,50.9328993222432,-114.06755974021397,Sandwich Place
5204,Lake Bonavista,50.9399872,-114.0514755,Sunshine Vietnamese Restaurant,50.930229,-114.06428,Vietnamese Restaurant
5205,Lake Bonavista,50.9399872,-114.0514755,Ricky's,50.945577504834304,-114.06988069760163,Breakfast Spot
5206,Lake Bonavista,50.9399872,-114.0514755,Jugo Juice,50.952248,-114.059042,Juice Bar
5207,Lake Bonavista,50.9399872,-114.0514755,Kam Han restaurant,50.94296019541935,-114.07245824647386,Chinese Restaurant
5208,Lake Bonavista,50.9399872,-114.0514755,Calgary Co-op,50.929288679353505,-114.02881663673097,Grocery Store
5209,Lake Bonavista,50.9399872,-114.0514755,Southcentre Food Court,50.95284650648797,-114.06503120374079,Food Court
5210,Lake Bonavista,50.9399872,-114.0514755,McDonald's,50.928259,-114.0298833,Fast Food Restaurant
5211,Lake Bonavista,50.9399872,-114.0514755,Villa Madina,50.95288218361836,-114.06492679452666,Mediterranean Restaurant
5212,Lake Bonavista,50.9399872,-114.0514755,Yogen Früz,50.952465176754096,-114.06639268903797,Frozen Yogurt Shop
5213,Lake Bonavista,50.9399872,-114.0514755,Maple Ridge Golf Course,50.951676975699755,-114.03354673423277,Golf Course
5214,Lake Bonavista,50.9399872,-114.0514755,Deer Valley Shopping Centre,50.92962905076343,-114.03006076812744,Shopping Mall
5215,Lakeview,50.9975865,-114.1294176,Bella Roma Pizza & Steakhouse,50.99686274962492,-114.11890631755988,Sports Bar
5216,Lakeview,50.9975865,-114.1294176,Weaselhead Park,50.9945171767089,-114.14004001722255,Park
5217,Lakeview,50.9975865,-114.1294176,Pfanntastic Pannenkoek Haus,51.005003,-114.117185,Breakfast Spot
5218,Lakeview,50.9975865,-114.1294176,North Glenmore Park,50.987063810780946,-114.12394818641738,Park
5219,Lakeview,50.9975865,-114.1294176,Spot On Kitchen & Bar,51.00606968457791,-114.13012003873816,Restaurant
5220,Lakeview,50.9975865,-114.1294176,Wild Rose Brewery,51.01473298687669,-114.12303944415359,Brewery
5221,Lakeview,50.9975865,-114.1294176,Mount Royal Recreation,51.012198737419446,-114.13463688246637,Gym
5222,Lakeview,50.9975865,-114.1294176,IGA Lakeview,50.996303,-114.118019,Grocery Store
5223,Lakeview,50.9975865,-114.1294176,Grey Eagle Event Centre,51.00725636721052,-114.14679544989444,Concert Hall
5224,Lakeview,50.9975865,-114.1294176,Wyckham House,51.01372334783689,-114.13274387990427,Food Court
5225,Lakeview,50.9975865,-114.1294176,Shoppers Drug Mart,50.996303,-114.11801,Pharmacy
5226,Lakeview,50.9975865,-114.1294176,Sushi Hanami,51.013907294477036,-114.14075240120266,Korean Restaurant
5227,Lakeview,50.9975865,-114.1294176,Flames Community Arenas,51.01181734369762,-114.11646578213734,Skating Rink
5228,Lakeview,50.9975865,-114.1294176,Dairy Queen,50.99571548791547,-114.11894515156746,Ice Cream Shop
5229,Lakeview,50.9975865,-114.1294176,Petro-Canada,51.012813,-114.140782,Gas Station
5230,Lakeview,50.9975865,-114.1294176,Thai Express,51.01381678696902,-114.13262144293628,Thai Restaurant
5231,Lakeview,50.9975865,-114.1294176,Pizza Hut,51.01381096006291,-114.1402405723381,Pizza Place
5232,Lakeview,50.9975865,-114.1294176,Starbucks,51.0121610233153,-114.13111565228223,Coffee Shop
5233,Lakeview,50.9975865,-114.1294176,Tim Hortons,51.00622883766121,-114.13092521578619,Coffee Shop
5234,Lakeview,50.9975865,-114.1294176,Mac's,50.9963474,-114.1190028,Convenience Store
5235,Lakeview,50.9975865,-114.1294176,7-Eleven,51.01302262762587,-114.14047309759553,Convenience Store
5236,Lakeview,50.9975865,-114.1294176,Pita Pit,51.00643442132684,-114.12989363022302,Sandwich Place
5237,Lakeview,50.9975865,-114.1294176,Mac's,51.0044976,-114.1167343,Food & Drink Shop
5238,Lakeview,50.9975865,-114.1294176,Calgary Canoe Club,50.98649992868774,-114.1180482256139,Harbor / Marina
5239,Lakeview,50.9975865,-114.1294176,Earl Grey Golf Club,50.99443,-114.107913,Golf Course
5240,Lakeview,50.9975865,-114.1294176,The Hub,51.01367878647813,-114.1327781379977,Bar
5241,Lakeview,50.9975865,-114.1294176,Grey Eagle Bingo Hall,51.007212663757976,-114.14709558226697,Casino
5242,Lakeview,50.9975865,-114.1294176,Grey Eagle Hotel,51.0069,-114.14864,Hotel
5243,Lakeview,50.9975865,-114.1294176,Lakeview Golf Course,51.001407593551896,-114.10523844388474,Golf Course
5244,Lakeview,50.9975865,-114.1294176,Calgary Tennis Academy,51.003223659066656,-114.10580635070801,Tennis Court
5245,Lakeview,50.9975865,-114.1294176,Mucho Burrito Fresh Mexican Grill,51.013941,-114.132658,Mexican Restaurant
5246,Lakeview,50.9975865,-114.1294176,Glenmore Aquatic Centre,51.00652754124482,-114.10570076912211,Pool
5247,Lakeview,50.9975865,-114.1294176,SS Moyie Heritage Park Paddlewheel Boat,50.98463564243615,-114.11052635041402,Boat or Ferry
5248,Lincoln Park,51.0091676,-114.1298428,Spot On Kitchen & Bar,51.00606968457791,-114.13012003873816,Restaurant
5249,Lincoln Park,51.0091676,-114.1298428,Wild Rose Brewery,51.01473298687669,-114.12303944415359,Brewery
5250,Lincoln Park,51.0091676,-114.1298428,Pfanntastic Pannenkoek Haus,51.005003,-114.117185,Breakfast Spot
5251,Lincoln Park,51.0091676,-114.1298428,The Military Museums,51.013865704880146,-114.11635146192484,History Museum
5252,Lincoln Park,51.0091676,-114.1298428,Mount Royal Recreation,51.012198737419446,-114.13463688246637,Gym
5253,Lincoln Park,51.0091676,-114.1298428,Bella Roma Pizza & Steakhouse,50.99686274962492,-114.11890631755988,Sports Bar
5254,Lincoln Park,51.0091676,-114.1298428,Glamorgan Bakery Ltd,51.021592,-114.143528,Bakery
5255,Lincoln Park,51.0091676,-114.1298428,Weaselhead Park,50.9945171767089,-114.14004001722255,Park
5256,Lincoln Park,51.0091676,-114.1298428,Garrison Pub,51.01613050366704,-114.10867442058723,Pub
5257,Lincoln Park,51.0091676,-114.1298428,My Favorite Ice Cream Shoppe,51.01623901852997,-114.1088878951834,Ice Cream Shop
5258,Lincoln Park,51.0091676,-114.1298428,Mountainview Bowling,51.02077859379922,-114.1432322044583,Bowling Alley
5259,Lincoln Park,51.0091676,-114.1298428,Wyckham House,51.01372334783689,-114.13274387990427,Food Court
5260,Lincoln Park,51.0091676,-114.1298428,Village Ice Cream,51.023079,-114.11462,Snack Place
5261,Lincoln Park,51.0091676,-114.1298428,Sushi Hanami,51.013907294477036,-114.14075240120266,Korean Restaurant
5262,Lincoln Park,51.0091676,-114.1298428,Grey Eagle Event Centre,51.00725636721052,-114.14679544989444,Concert Hall
5263,Lincoln Park,51.0091676,-114.1298428,Tim Hortons / Esso,51.02229583540635,-114.14040148258208,Coffee Shop
5264,Lincoln Park,51.0091676,-114.1298428,Flames Community Arenas,51.01181734369762,-114.11646578213734,Skating Rink
5265,Lincoln Park,51.0091676,-114.1298428,Momoyama Sushi,51.02092536909716,-114.14343489533097,Sushi Restaurant
5266,Lincoln Park,51.0091676,-114.1298428,Starbucks,51.02276,-114.11466,Coffee Shop
5267,Lincoln Park,51.0091676,-114.1298428,Thai Express,51.01381678696902,-114.13262144293628,Thai Restaurant
5268,Lincoln Park,51.0091676,-114.1298428,Starbucks,51.0121610233153,-114.13111565228223,Coffee Shop
5269,Lincoln Park,51.0091676,-114.1298428,Petro-Canada,51.012813,-114.140782,Gas Station
5270,Lincoln Park,51.0091676,-114.1298428,IGA Lakeview,50.996303,-114.118019,Grocery Store
5271,Lincoln Park,51.0091676,-114.1298428,Pizza Hut,51.01381096006291,-114.1402405723381,Pizza Place
5272,Lincoln Park,51.0091676,-114.1298428,Tim Hortons,51.00622883766121,-114.13092521578619,Coffee Shop
5273,Lincoln Park,51.0091676,-114.1298428,Booster Juice,51.02274746,-114.1140276,Smoothie Shop
5274,Lincoln Park,51.0091676,-114.1298428,Shoppers Drug Mart,50.996303,-114.11801,Pharmacy
5275,Lincoln Park,51.0091676,-114.1298428,Dairy Queen,50.99571548791547,-114.11894515156746,Ice Cream Shop
5276,Lincoln Park,51.0091676,-114.1298428,Richmond's Pub & Eatery,51.02155764833667,-114.14283661259134,Sports Bar
5277,Lincoln Park,51.0091676,-114.1298428,Pita Pit,51.00643442132684,-114.12989363022302,Sandwich Place
5278,Lincoln Park,51.0091676,-114.1298428,Petro-Canada,51.023761,-114.113538,Gas Station
5279,Lincoln Park,51.0091676,-114.1298428,Safeway Canada,51.022817038781554,-114.11606911742753,Supermarket
5280,Lincoln Park,51.0091676,-114.1298428,Mac's,51.0044976,-114.1167343,Food & Drink Shop
5281,Lincoln Park,51.0091676,-114.1298428,Lemon Garden Chinese Food,51.02570896415199,-114.12872035758251,Chinese Restaurant
5282,Lincoln Park,51.0091676,-114.1298428,Mac's,50.9963474,-114.1190028,Convenience Store
5283,Lincoln Park,51.0091676,-114.1298428,Glenmore Aquatic Centre,51.00652754124482,-114.10570076912211,Pool
5284,Lincoln Park,51.0091676,-114.1298428,Glenmore Athletic Park,51.00700241843838,-114.1047873612586,Park
5285,Lincoln Park,51.0091676,-114.1298428,Calgary Tennis Academy,51.003223659066656,-114.10580635070801,Tennis Court
5286,Lincoln Park,51.0091676,-114.1298428,Stu Peppard Arena,51.00654296337277,-114.10355131406102,Hockey Rink
5287,Lincoln Park,51.0091676,-114.1298428,Lakeview Golf Course,51.001407593551896,-114.10523844388474,Golf Course
5288,Lower Mount Royal,51.036645,-114.0871388,Made By Marcus,51.03780820812762,-114.08528690894876,Ice Cream Shop
5289,Lower Mount Royal,51.036645,-114.0871388,Myhre's Deli,51.039767354410046,-114.08919457979881,Deli / Bodega
5290,Lower Mount Royal,51.036645,-114.0871388,The Coup,51.03782732788807,-114.08319210868017,Vegetarian / Vegan Restaurant
5291,Lower Mount Royal,51.036645,-114.0871388,Galaxie Diner,51.03972982879154,-114.08910353246397,Diner
5292,Lower Mount Royal,51.036645,-114.0871388,Steeling Home,51.037906750854106,-114.0847828287693,Gift Shop
5293,Lower Mount Royal,51.036645,-114.0871388,Tubby Dog,51.037850962671726,-114.08578114398912,Hot Dog Joint
5294,Lower Mount Royal,51.036645,-114.0871388,Rustic Sourdough Bakery & Deli,51.03778134961725,-114.09194082616062,Bakery
5295,Lower Mount Royal,51.036645,-114.0871388,Anejo,51.0377161197073,-114.078656888537,Restaurant
5296,Lower Mount Royal,51.036645,-114.0871388,Waves Coffee House,51.03767467348794,-114.08555750029562,Coffee Shop
5297,Lower Mount Royal,51.036645,-114.0871388,Gaga Pizzeria,51.042193066939014,-114.09068497859971,Pizza Place
5298,Lower Mount Royal,51.036645,-114.0871388,Blanco Cantina,51.03771611970733,-114.078656888537,Restaurant
5299,Lower Mount Royal,51.036645,-114.0871388,Una Pizza + Wine,51.037921629187096,-114.07549589547197,Pizza Place
5300,Lower Mount Royal,51.036645,-114.0871388,Royale,51.03818,-114.078556,French Restaurant
5301,Lower Mount Royal,51.036645,-114.0871388,Cibo Calgary,51.038013416932706,-114.08498884768005,Italian Restaurant
5302,Lower Mount Royal,51.036645,-114.0871388,Khao San Thai Kitchen,51.037940198922016,-114.09260195680308,Thai Restaurant
5303,Lower Mount Royal,51.036645,-114.0871388,Moti Mahal Restaurant,51.037456668278196,-114.09497157189695,Indian Restaurant
5304,Lower Mount Royal,51.036645,-114.0871388,Nando's,51.03768,-114.08615,Portuguese Restaurant
5305,Lower Mount Royal,51.036645,-114.0871388,Jerome,51.0410548715945,-114.08912147657978,Cosmetics Shop
5306,Lower Mount Royal,51.036645,-114.0871388,Holy Grill,51.04362282345177,-114.0806920298375,Sandwich Place
5307,Lower Mount Royal,51.036645,-114.0871388,Clive Burger,51.037958586602024,-114.07894148919266,Burger Joint
5308,Lower Mount Royal,51.036645,-114.0871388,La Vida Loca,51.037610647718424,-114.08896629954917,Mexican Restaurant
5309,Lower Mount Royal,51.036645,-114.0871388,Trolley 5 Restaurant & Brewery,51.037875801320666,-114.07847305478789,Brewery
5310,Lower Mount Royal,51.036645,-114.0871388,MEC Calgary,51.043992018731785,-114.08074000102108,Sporting Goods Shop
5311,Lower Mount Royal,51.036645,-114.0871388,Cluck n Cleaver,51.03908060259869,-114.09498734863232,Fried Chicken Joint
5312,Lower Mount Royal,51.036645,-114.0871388,Caffe Beano,51.03816069710851,-114.08435042070873,Coffee Shop
5313,Lower Mount Royal,51.036645,-114.0871388,Ox And Angela,51.0379334087423,-114.07310574953232,Latin American Restaurant
5314,Lower Mount Royal,51.036645,-114.0871388,Liquor Depot,51.038024856770875,-114.08882229430708,Liquor Store
5315,Lower Mount Royal,51.036645,-114.0871388,Ship & Anchor Pub,51.03790425430898,-114.07361488467656,Pub
5316,Lower Mount Royal,51.036645,-114.0871388,Posto Pizzeria and Bar,51.04358605849173,-114.08121476274142,Pizza Place
5317,Lower Mount Royal,51.036645,-114.0871388,Shawarma Knight,51.03889412564594,-114.09460759477226,Middle Eastern Restaurant
5318,Lower Mount Royal,51.036645,-114.0871388,Korean Village Restaurant,51.044449699892574,-114.09275386478788,Korean Restaurant
5319,Lower Mount Royal,51.036645,-114.0871388,Co-op Liquor Store,51.04315659349767,-114.08712812544816,Liquor Store
